GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.oned,Euclidean1D.LazyHolder,0,6,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.oned,OrientedPoint,2,77,1,5,0,18,1,14,0,12
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.oned,IntervalsSet,3,681,6,86,0,136,6,67,0,27
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.oned,Euclidean1D,0,10,0,0,0,4,0,4,0,4
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.oned,Vector1D,0,3,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.oned,Interval,0,77,0,10,0,16,0,11,0,6
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.oned,SubOrientedPoint,0,54,0,4,0,13,0,7,0,5
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.oned,IntervalsSet.SubIntervalsIterator,8,162,1,21,2,34,2,14,1,4
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.oned,Cartesian1D,0,353,0,16,0,74,0,44,0,36
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.oned,Vector1DFormat,15,77,1,3,4,19,2,9,1,8
Apache Commons Math,org.apache.commons.math4.stat.inference,ChiSquareTest,26,570,8,56,4,101,8,35,0,11
Apache Commons Math,org.apache.commons.math4.stat.inference,MannWhitneyUTest,10,183,0,10,3,31,1,11,1,6
Apache Commons Math,org.apache.commons.math4.stat.inference,GTest,14,549,6,50,2,85,6,33,0,11
Apache Commons Math,org.apache.commons.math4.stat.inference,BinomialTest,39,141,5,23,4,35,5,13,0,3
Apache Commons Math,org.apache.commons.math4.stat.inference,WilcoxonSignedRankTest,18,289,2,34,5,55,3,24,1,8
Apache Commons Math,org.apache.commons.math4.stat.inference,InferenceTestUtils,63,226,0,0,11,44,11,40,11,40
Apache Commons Math,org.apache.commons.math4.stat.inference,OneWayAnova,11,265,2,18,2,55,2,15,0,7
Apache Commons Math,org.apache.commons.math4.stat.inference,KolmogorovSmirnovTest,444,1601,58,142,66,291,48,83,4,27
Apache Commons Math,org.apache.commons.math4.stat.inference,AlternativeHypothesis,0,34,0,0,0,4,0,1,0,1
Apache Commons Math,org.apache.commons.math4.stat.inference,TTest,23,581,1,23,5,98,2,41,1,30
Apache Commons Math,org.apache.commons.math4.stat.inference,OneWayAnova.AnovaStats,0,12,0,0,0,5,0,1,0,1
Apache Commons Math,org.apache.commons.math4.ml.clustering.evaluation,SumOfClusterVariances,0,54,1,5,0,13,1,4,0,2
Apache Commons Math,org.apache.commons.math4.ml.clustering.evaluation,ClusterEvaluator,8,98,1,11,3,19,2,9,1,4
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,LinearInterpolator,0,108,0,8,0,18,0,6,0,2
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,BicubicFunction,20,139,4,10,2,21,4,6,0,3
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,TricubicFunction,30,202,6,18,3,25,6,8,0,2
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,DividedDifferenceInterpolator,0,100,0,4,0,17,0,5,0,3
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,MicrosphereProjectionInterpolator,38,80,8,8,6,18,8,3,0,3
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,InterpolatingMicrosphere.FacetData,0,15,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,TricubicInterpolator.new TricubicInterpolatingFunction() {...},58,26,12,0,3,1,7,1,1,1
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,TricubicInterpolatingFunction,126,18146,22,70,9,104,17,35,1,5
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,BicubicInterpolator.new BicubicInterpolatingFunction() {...},0,58,0,8,0,4,0,6,0,2
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,FieldHermiteInterpolator,0,415,0,30,0,64,0,19,0,4
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,InterpolatingMicrosphere2D,9,38,0,2,3,6,2,2,2,1
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,InterpolatingMicrosphere.Facet,0,9,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,InterpolatingMicrosphere,118,277,11,31,21,58,13,19,3,8
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,TricubicInterpolator,4,502,4,16,1,51,4,8,0,2
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,NevilleInterpolator,0,9,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,LoessInterpolator,33,544,4,48,6,110,6,30,2,8
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,UnivariatePeriodicInterpolator.new UnivariateFunction() {...},0,23,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,BicubicInterpolatingFunction,4,1664,6,42,1,63,6,24,0,6
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,SplineInterpolator,0,330,0,12,0,38,0,8,0,2
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,PiecewiseBicubicSplineInterpolatingFunction,61,255,16,36,5,48,13,17,1,3
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,UnivariatePeriodicInterpolator,0,165,0,6,0,28,0,6,0,3
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,MicrosphereProjectionInterpolator.new MultivariateFunction() {...},0,30,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,BicubicInterpolator,4,188,3,9,1,28,3,5,0,2
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,AkimaSplineInterpolator,27,480,3,23,4,63,3,14,0,4
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,HermiteInterpolator,18,406,1,29,1,63,1,21,0,7
Apache Commons Math,org.apache.commons.math4.analysis.interpolation,PiecewiseBicubicSplineInterpolator,4,37,4,10,1,7,4,5,0,2
Apache Commons Math,org.apache.commons.math4.ml.distance,CanberraDistance,0,53,0,6,0,8,0,5,0,2
Apache Commons Math,org.apache.commons.math4.ml.distance,ManhattanDistance,0,7,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math4.ml.distance,ChebyshevDistance,0,7,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math4.ml.distance,EuclideanDistance,0,7,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math4.ml.distance,EarthMoversDistance,0,37,0,2,0,9,0,3,0,2
Apache Commons Math,org.apache.commons.math4.exception.util,LocalizedFormats,5,3661,1,3,3,340,1,5,0,4
Apache Commons Math,org.apache.commons.math4.exception.util,ExceptionContext,3,342,0,20,1,79,1,27,1,17
Apache Commons Math,org.apache.commons.math4.exception.util,DummyLocalizable,15,0,0,0,6,0,4,0,4,0
Apache Commons Math,org.apache.commons.math4.exception.util,ArgUtils,0,56,1,7,0,8,1,4,0,1
Apache Commons Math,org.apache.commons.math4.optim.univariate,SearchInterval,19,43,3,3,2,12,3,5,0,5
Apache Commons Math,org.apache.commons.math4.optim.univariate,MultiStartUnivariateOptimizer.new Comparator() {...},6,33,3,5,1,8,3,3,0,2
Apache Commons Math,org.apache.commons.math4.optim.univariate,UnivariatePointValuePair,0,15,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math4.optim.univariate,SimpleUnivariateValueChecker,0,67,1,9,0,16,1,7,0,3
Apache Commons Math,org.apache.commons.math4.optim.univariate,BrentOptimizer,23,470,5,69,6,115,5,37,0,5
Apache Commons Math,org.apache.commons.math4.optim.univariate,BracketFinder,35,340,9,37,7,80,12,22,5,6
Apache Commons Math,org.apache.commons.math4.optim.univariate,UnivariateObjectiveFunction,0,9,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math4.optim.univariate,BracketFinder.FunctionEvaluator,7,35,0,0,2,9,0,2,0,2
Apache Commons Math,org.apache.commons.math4.optim.univariate,MultiStartUnivariateOptimizer,13,213,2,18,2,49,2,14,0,6
Apache Commons Math,org.apache.commons.math4.optim.univariate,UnivariateOptimizer,0,84,0,8,0,24,0,12,0,8
Apache Commons Math,org.apache.commons.math4.stat.interval,NormalApproximationInterval,0,54,0,0,0,8,0,2,0,2
Apache Commons Math,org.apache.commons.math4.stat.interval,WilsonScoreInterval,0,91,0,0,0,15,0,2,0,2
Apache Commons Math,org.apache.commons.math4.stat.interval,AgrestiCoullInterval,0,69,0,0,0,11,0,2,0,2
Apache Commons Math,org.apache.commons.math4.stat.interval,ClopperPearsonInterval,0,104,1,1,0,13,1,2,0,2
Apache Commons Math,org.apache.commons.math4.stat.interval,ConfidenceInterval,61,39,3,3,3,12,4,5,1,5
Apache Commons Math,org.apache.commons.math4.stat.interval,IntervalUtils,0,92,0,10,0,19,0,11,0,6
Apache Commons Math,org.apache.commons.math4.stat.correlation,KendallsCorrelation,13,407,1,31,3,85,2,22,1,7
Apache Commons Math,org.apache.commons.math4.stat.correlation,Covariance,41,226,4,12,5,48,5,17,1,13
Apache Commons Math,org.apache.commons.math4.stat.correlation,SpearmansCorrelation,11,164,3,11,2,34,4,13,1,9
Apache Commons Math,org.apache.commons.math4.stat.correlation,PearsonsCorrelation,15,386,3,27,2,75,3,25,0,13
Apache Commons Math,org.apache.commons.math4.stat.correlation,StorelessCovariance,56,162,7,15,9,27,7,16,3,9
Apache Commons Math,org.apache.commons.math4.stat.correlation,KendallsCorrelation.new Comparator() {...},0,26,0,2,0,3,0,3,0,2
Apache Commons Math,org.apache.commons.math4.stat.correlation,StorelessBivariateCovariance,20,155,2,2,4,26,3,5,1,5
Apache Commons Math,org.apache.commons.math4.ml.neuralnet.twod,NeuronSquareMesh2D.SerializationProxy,0,27,0,0,0,7,0,2,0,2
Apache Commons Math,org.apache.commons.math4.ml.neuralnet.twod,NeuronSquareMesh2D,111,864,10,139,21,152,11,80,3,11
Apache Commons Math,org.apache.commons.math4.ml.neuralnet.twod,NeuronSquareMesh2D.VerticalDirection,0,34,0,0,0,4,0,1,0,1
Apache Commons Math,org.apache.commons.math4.ml.neuralnet.twod,NeuronSquareMesh2D.HorizontalDirection,0,34,0,0,0,4,0,1,0,1
Apache Commons Math,org.apache.commons.math4.random,CorrelatedRandomVectorGenerator,50,103,3,7,12,19,4,7,2,4
Apache Commons Math,org.apache.commons.math4.random,StableRandomGenerator,80,170,5,19,9,31,4,10,0,2
Apache Commons Math,org.apache.commons.math4.random,RngAdaptor,69,91,0,2,19,26,6,11,6,10
Apache Commons Math,org.apache.commons.math4.random,UncorrelatedRandomVectorGenerator,8,70,1,3,1,16,1,4,0,3
Apache Commons Math,org.apache.commons.math4.random,HaltonSequenceGenerator,0,493,0,16,0,33,0,15,0,7
Apache Commons Math,org.apache.commons.math4.random,RandomUtils.DataGenerator,18,273,3,35,4,57,3,21,0,5
Apache Commons Math,org.apache.commons.math4.random,RandomUtils.new UniformRandomProvider() {...},64,26,5,1,14,7,8,5,5,5
Apache Commons Math,org.apache.commons.math4.random,UniformRandomGenerator,0,20,0,0,0,5,0,3,0,3
Apache Commons Math,org.apache.commons.math4.random,RandomUtils,4,10,0,0,1,2,1,2,1,2
Apache Commons Math,org.apache.commons.math4.random,GaussianRandomGenerator,0,13,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math4.random,SynchronizedRandomGenerator,15,40,0,0,6,12,3,9,3,9
Apache Commons Math,org.apache.commons.math4.random,SobolSequenceGenerator,41,440,6,36,13,85,6,23,0,8
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.twod,PolygonsSet.Edge,0,76,0,0,0,21,0,7,0,7
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.twod,PolygonsSet.ConnectableSegment,0,54,0,0,0,20,0,10,0,10
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.twod,DiskGenerator,0,297,0,6,0,33,0,6,0,3
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.twod,Line,105,464,5,15,26,79,11,35,7,29
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.twod,Euclidean2D,0,8,0,0,0,4,0,4,0,4
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.twod,PolygonsSet.SegmentsBuilder,0,178,1,19,0,41,1,16,0,7
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.twod,Cartesian2D,21,648,6,28,4,102,8,50,2,39
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.twod,Segment,14,97,2,2,3,16,2,5,0,5
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.twod,PolygonsSet.Vertex,0,79,0,6,0,24,0,11,0,8
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.twod,Vector2DFormat,15,85,1,3,4,19,2,9,1,8
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.twod,Euclidean2D.LazyHolder,0,6,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.twod,SubLine,0,323,0,28,0,54,0,22,0,8
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.twod,PolygonsSet,40,1220,20,161,8,252,16,92,0,17
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.twod,NestedLoops,75,205,15,13,16,46,11,9,0,6
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.twod,Line.LineTransform,7,184,1,1,1,30,1,4,0,4
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.twod,Vector2D,0,3,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math4.ml.neuralnet.sofm.util,QuasiSigmoidDecayFunction,0,83,0,6,0,18,0,5,0,2
Apache Commons Math,org.apache.commons.math4.ml.neuralnet.sofm.util,ExponentialDecayFunction,0,70,0,8,0,13,0,6,0,2
Apache Commons Math,org.apache.commons.math4.ode.sampling,AbstractFieldStepInterpolator,0,83,0,0,0,18,0,8,0,8
Apache Commons Math,org.apache.commons.math4.ode.sampling,StepNormalizerBounds,0,69,0,0,0,11,0,4,0,4
Apache Commons Math,org.apache.commons.math4.ode.sampling,DummyStepHandler.LazyHolder,6,0,0,0,1,0,1,0,1,0
Apache Commons Math,org.apache.commons.math4.ode.sampling,AbstractStepInterpolator,92,651,9,25,15,171,10,33,1,25
Apache Commons Math,org.apache.commons.math4.ode.sampling,StepNormalizerMode,0,24,0,0,0,3,0,1,0,1
Apache Commons Math,org.apache.commons.math4.ode.sampling,NordsieckStepInterpolator,27,386,11,27,7,80,12,17,1,9
Apache Commons Math,org.apache.commons.math4.ode.sampling,FieldStepNormalizer,250,0,32,0,53,0,24,0,8,0
Apache Commons Math,org.apache.commons.math4.ode.sampling,DummyStepHandler,6,0,0,0,4,0,4,0,4,0
Apache Commons Math,org.apache.commons.math4.ode.sampling,StepNormalizer,19,268,1,33,5,59,3,23,2,7
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.twod.hull,MonotoneChain.new Comparator() {...},0,28,0,2,0,6,0,3,0,2
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.twod.hull,MonotoneChain,8,236,4,28,2,50,5,16,1,4
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.twod.hull,AbstractConvexHullGenerator2D,0,52,0,2,0,16,0,6,0,5
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.twod.hull,AklToussaintHeuristic,4,219,3,41,2,44,3,22,0,3
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.twod.hull,ConvexHull2D,4,279,2,28,1,53,2,19,0,6
Apache Commons Math,org.apache.commons.math4.special,BesselJ,68,1298,19,113,12,242,20,51,2,3
Apache Commons Math,org.apache.commons.math4.special,BesselJ.BesselJResult,10,12,0,0,2,4,2,1,2,1
Apache Commons Math,org.apache.commons.math4.geometry.partitioning,AbstractRegion,33,610,11,73,6,138,13,57,2,25
Apache Commons Math,org.apache.commons.math4.geometry.partitioning,RegionFactory.NodesCleaner,0,13,0,0,0,5,0,4,0,4
Apache Commons Math,org.apache.commons.math4.geometry.partitioning,BoundaryAttribute,0,21,0,0,0,8,0,4,0,4
Apache Commons Math,org.apache.commons.math4.geometry.partitioning,BoundaryProjection,0,21,0,0,0,8,0,4,0,4
Apache Commons Math,org.apache.commons.math4.geometry.partitioning,RegionFactory.DifferenceMerger,8,74,3,7,0,17,2,6,0,3
Apache Commons Math,org.apache.commons.math4.geometry.partitioning,Side,0,44,0,0,0,5,0,1,0,1
Apache Commons Math,org.apache.commons.math4.geometry.partitioning,BSPTree,76,922,14,85,19,208,12,65,0,24
Apache Commons Math,org.apache.commons.math4.geometry.partitioning,Characterization,0,177,1,19,0,43,1,20,0,10
Apache Commons Math,org.apache.commons.math4.geometry.partitioning,RegionFactory.VanishingToLeaf,22,9,2,0,3,3,2,1,1,1
Apache Commons Math,org.apache.commons.math4.geometry.partitioning,BoundaryBuilder,0,104,0,14,0,27,0,11,0,4
Apache Commons Math,org.apache.commons.math4.geometry.partitioning,AbstractSubHyperplane,9,199,2,14,0,40,2,15,0,9
Apache Commons Math,org.apache.commons.math4.geometry.partitioning,BoundaryProjector,2,216,4,26,0,51,4,20,0,9
Apache Commons Math,org.apache.commons.math4.geometry.partitioning,AbstractRegion.new Comparator() {...},0,25,0,4,0,4,0,4,0,2
Apache Commons Math,org.apache.commons.math4.geometry.partitioning,AbstractRegion.new BSPTreeVisitor() {...},0,25,1,3,0,7,1,5,0,4
Apache Commons Math,org.apache.commons.math4.geometry.partitioning,BSPTreeVisitor.Order,0,64,0,0,0,7,0,1,0,1
Apache Commons Math,org.apache.commons.math4.geometry.partitioning,NodesSet,0,49,0,6,0,14,0,7,0,4
Apache Commons Math,org.apache.commons.math4.geometry.partitioning,RegionFactory.XorMerger,0,30,0,2,0,6,0,3,0,2
Apache Commons Math,org.apache.commons.math4.geometry.partitioning,RegionFactory,2,341,3,32,1,66,3,24,0,9
Apache Commons Math,org.apache.commons.math4.geometry.partitioning,RegionFactory.IntersectionMerger,0,35,0,2,0,6,0,3,0,2
Apache Commons Math,org.apache.commons.math4.geometry.partitioning,RegionFactory.UnionMerger,0,35,0,2,0,6,0,3,0,2
Apache Commons Math,org.apache.commons.math4.geometry.partitioning,Region.Location,0,34,0,0,0,4,0,1,0,1
Apache Commons Math,org.apache.commons.math4.geometry.partitioning,SubHyperplane.SplitSubHyperplane,0,44,1,11,0,13,1,9,0,4
Apache Commons Math,org.apache.commons.math4.geometry.partitioning,InsideFinder,205,0,50,0,42,0,30,0,4,0
Apache Commons Math,org.apache.commons.math4.geometry.partitioning,BoundarySizeVisitor,0,39,0,4,0,13,0,7,0,5
Apache Commons Math,org.apache.commons.math4.stat.descriptive.moment,SemiVariance,87,141,0,12,22,32,9,14,9,8
Apache Commons Math,org.apache.commons.math4.stat.descriptive.moment,VectorialMean,22,103,4,12,7,20,5,9,1,5
Apache Commons Math,org.apache.commons.math4.stat.descriptive.moment,StandardDeviation,41,92,0,0,9,27,5,12,5,12
Apache Commons Math,org.apache.commons.math4.stat.descriptive.moment,ThirdMoment,0,109,0,2,0,29,0,8,0,7
Apache Commons Math,org.apache.commons.math4.stat.descriptive.moment,Kurtosis,6,240,3,13,3,48,4,14,1,9
Apache Commons Math,org.apache.commons.math4.stat.descriptive.moment,Mean,8,175,3,9,4,42,4,14,1,11
Apache Commons Math,org.apache.commons.math4.stat.descriptive.moment,Skewness,9,232,2,14,3,51,3,15,1,9
Apache Commons Math,org.apache.commons.math4.stat.descriptive.moment,FourthMoment,6,107,0,2,3,26,1,7,1,6
Apache Commons Math,org.apache.commons.math4.stat.descriptive.moment,Variance,53,423,14,32,10,98,17,27,3,18
Apache Commons Math,org.apache.commons.math4.stat.descriptive.moment,FirstMoment,6,102,0,2,3,31,1,8,1,7
Apache Commons Math,org.apache.commons.math4.stat.descriptive.moment,SecondMoment,8,67,0,2,3,20,1,7,1,6
Apache Commons Math,org.apache.commons.math4.stat.descriptive.moment,VectorialCovariance,60,214,9,19,13,39,9,12,1,6
Apache Commons Math,org.apache.commons.math4.stat.descriptive.moment,GeometricMean,22,87,1,3,6,27,3,12,2,11
Apache Commons Math,org.apache.commons.math4.stat.descriptive.moment,SemiVariance.Direction,0,37,0,0,0,7,0,3,0,3
Apache Commons Math,org.apache.commons.math4.geometry.enclosing,WelzlEncloser,4,207,1,19,1,45,1,14,0,5
Apache Commons Math,org.apache.commons.math4.geometry.enclosing,EnclosingBall,0,55,0,4,0,11,0,9,0,7
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar.gradient,NonLinearConjugateGradientOptimizer.IdentityPreconditioner,0,7,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar.gradient,NonLinearConjugateGradientOptimizer.Formula,0,24,0,0,0,3,0,1,0,1
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar.gradient,NonLinearConjugateGradientOptimizer,9,297,5,28,3,61,5,19,0,7
Apache Commons Math,org.apache.commons.math4.exception,TooManyIterationsException,0,10,0,0,0,3,0,1,0,1
Apache Commons Math,org.apache.commons.math4.exception,MaxCountExceededException,0,30,0,0,0,7,0,3,0,3
Apache Commons Math,org.apache.commons.math4.exception,NotStrictlyPositiveException,0,13,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math4.exception,NullArgumentException,11,20,0,0,3,6,3,2,3,2
Apache Commons Math,org.apache.commons.math4.exception,MathInternalError,29,0,0,0,7,0,3,0,3,0
Apache Commons Math,org.apache.commons.math4.exception,MathRuntimeException,15,25,0,0,4,7,1,4,1,4
Apache Commons Math,org.apache.commons.math4.exception,MathIllegalStateException,6,11,0,0,2,4,1,2,1,2
Apache Commons Math,org.apache.commons.math4.exception,NoBracketingException,12,52,0,0,4,8,4,2,4,2
Apache Commons Math,org.apache.commons.math4.exception,ZeroException,0,12,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math4.exception,NotANumberException,0,8,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math4.exception,MathArithmeticException,6,5,0,0,2,2,1,1,1,1
Apache Commons Math,org.apache.commons.math4.exception,NonMonotonicSequenceException,0,68,0,6,0,13,0,9,0,6
Apache Commons Math,org.apache.commons.math4.exception,NotFiniteNumberException,0,12,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math4.exception,NumberIsTooLargeException,0,34,0,2,0,8,0,5,0,4
Apache Commons Math,org.apache.commons.math4.exception,TooManyEvaluationsException,0,10,0,0,0,3,0,1,0,1
Apache Commons Math,org.apache.commons.math4.exception,NoDataException,0,10,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math4.exception,NotPositiveException,0,13,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math4.exception,OutOfRangeException,0,34,0,0,0,8,0,4,0,4
Apache Commons Math,org.apache.commons.math4.exception,MathIllegalNumberException,0,24,0,0,0,5,0,3,0,3
Apache Commons Math,org.apache.commons.math4.exception,ConvergenceException,0,14,0,0,0,5,0,2,0,2
Apache Commons Math,org.apache.commons.math4.exception,DimensionMismatchException,0,25,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math4.exception,NumberIsTooSmallException,0,34,0,2,0,8,0,5,0,4
Apache Commons Math,org.apache.commons.math4.exception,MathParseException,18,23,0,0,4,4,1,1,1,1
Apache Commons Math,org.apache.commons.math4.exception,MathIllegalArgumentException,0,5,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math4.exception,MathUnsupportedOperationException,0,11,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math4.exception,InsufficientDataException,0,11,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math4.exception,MultiDimensionMismatchException,16,36,0,0,4,6,3,3,3,3
Apache Commons Math,org.apache.commons.math4.filter,DefaultMeasurementModel,11,15,0,0,2,6,1,3,1,3
Apache Commons Math,org.apache.commons.math4.filter,KalmanFilter,79,301,8,22,18,71,11,16,3,9
Apache Commons Math,org.apache.commons.math4.filter,DefaultProcessModel,40,33,0,0,4,12,2,6,2,6
Apache Commons Math,org.apache.commons.math4.linear,Array2DRowFieldMatrix,114,993,9,83,22,177,12,68,4,30
Apache Commons Math,org.apache.commons.math4.linear,EigenDecomposition.Solver,8,337,2,36,2,63,2,23,0,6
Apache Commons Math,org.apache.commons.math4.linear,SymmLQ.State,34,960,9,51,7,171,9,35,0,14
Apache Commons Math,org.apache.commons.math4.linear,SymmLQ,56,198,2,8,13,48,7,10,5,7
Apache Commons Math,org.apache.commons.math4.linear,BlockFieldMatrix,506,3774,34,230,97,634,22,162,2,50
Apache Commons Math,org.apache.commons.math4.linear,SparseRealVector,0,3,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math4.linear,IterativeLinearSolver,34,58,0,6,10,17,3,6,3,3
Apache Commons Math,org.apache.commons.math4.linear,OpenMapRealMatrix,76,375,4,20,18,82,4,24,2,14
Apache Commons Math,org.apache.commons.math4.linear,JacobiPreconditioner.new RealLinearOperator() {...},8,20,0,0,2,3,2,2,2,2
Apache Commons Math,org.apache.commons.math4.linear,SparseFieldVector,314,911,36,76,71,207,37,71,11,41
Apache Commons Math,org.apache.commons.math4.linear,RealVector,8,876,0,82,2,210,2,90,2,49
Apache Commons Math,org.apache.commons.math4.linear,DefaultFieldMatrixChangingVisitor,2,10,0,0,1,5,1,3,1,3
Apache Commons Math,org.apache.commons.math4.linear,NonSquareOperatorException,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math4.linear,DiagonalMatrix,3,409,1,37,1,84,1,42,0,24
Apache Commons Math,org.apache.commons.math4.linear,BiDiagonalTransformer,13,987,7,103,3,155,10,55,3,7
