GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons Math,org.apache.commons.math4.linear,EigenDecomposition,129,1942,18,146,20,280,16,85,2,17
Apache Commons Math,org.apache.commons.math4.linear,SingularValueDecomposition.new DefaultRealMatrixPreservingVisitor() {...},0,23,0,0,0,3,0,2,0,2
Apache Commons Math,org.apache.commons.math4.linear,AbstractRealMatrix.new DefaultRealMatrixPreservingVisitor() {...},0,30,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math4.linear,AbstractRealMatrix.new DefaultRealMatrixChangingVisitor() {...},0,24,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math4.linear,AbstractRealMatrix.new RealMatrixPreservingVisitor() {...},0,23,0,0,0,6,0,4,0,4
Apache Commons Math,org.apache.commons.math4.linear,AbstractRealMatrix.new RealMatrixPreservingVisitor() {...},0,44,0,2,0,11,0,5,0,4
Apache Commons Math,org.apache.commons.math4.linear,SparseFieldMatrix,142,114,8,2,29,24,8,10,4,9
Apache Commons Math,org.apache.commons.math4.linear,AbstractRealMatrix.new DefaultRealMatrixPreservingVisitor() {...},0,16,0,0,0,3,0,2,0,2
Apache Commons Math,org.apache.commons.math4.linear,RealVector.Entry,0,29,0,0,0,9,0,5,0,5
Apache Commons Math,org.apache.commons.math4.linear,IterativeLinearSolverEvent,6,5,0,0,2,2,2,1,2,1
Apache Commons Math,org.apache.commons.math4.linear,MatrixUtils.BigFractionMatrixConverter,0,26,0,0,0,7,0,4,0,4
Apache Commons Math,org.apache.commons.math4.linear,RealMatrixFormat,29,372,3,41,11,95,10,30,7,11
Apache Commons Math,org.apache.commons.math4.linear,ArrayRealVector,56,1752,4,140,12,357,6,133,2,65
Apache Commons Math,org.apache.commons.math4.linear,AbstractFieldMatrix,310,1938,39,203,52,375,32,149,4,56
Apache Commons Math,org.apache.commons.math4.linear,FieldLUDecomposition,11,472,2,52,0,82,2,32,0,7
Apache Commons Math,org.apache.commons.math4.linear,PreconditionedIterativeLinearSolver,14,87,0,6,4,21,2,9,2,6
Apache Commons Math,org.apache.commons.math4.linear,SingularMatrixException,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math4.linear,RealLinearOperator,6,3,0,0,2,1,2,1,2,1
Apache Commons Math,org.apache.commons.math4.linear,JacobiPreconditioner,7,106,1,7,1,23,1,9,0,6
Apache Commons Math,org.apache.commons.math4.linear,MatrixUtils.FractionMatrixConverter,0,26,0,0,0,7,0,4,0,4
Apache Commons Math,org.apache.commons.math4.linear,QRDecomposition,0,449,0,42,0,77,0,30,0,9
Apache Commons Math,org.apache.commons.math4.linear,MatrixUtils,227,1098,42,116,52,231,36,81,2,36
Apache Commons Math,org.apache.commons.math4.linear,Array2DRowRealMatrix,30,1107,7,93,5,208,7,77,0,34
Apache Commons Math,org.apache.commons.math4.linear,TriDiagonalTransformer,3,568,0,46,1,88,1,30,1,7
Apache Commons Math,org.apache.commons.math4.linear,CholeskyDecomposition,0,229,0,22,0,45,0,17,0,6
Apache Commons Math,org.apache.commons.math4.linear,NonPositiveDefiniteOperatorException,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math4.linear,FieldLUDecomposition.Solver,11,517,2,52,2,80,2,31,0,6
Apache Commons Math,org.apache.commons.math4.linear,AbstractRealMatrix,243,1721,26,172,42,331,22,131,5,49
Apache Commons Math,org.apache.commons.math4.linear,RealVector.SparseEntryIterator,9,84,2,12,3,19,3,9,1,4
Apache Commons Math,org.apache.commons.math4.linear,SingularOperatorException,6,0,0,0,2,0,1,0,1,0
Apache Commons Math,org.apache.commons.math4.linear,RealVectorFormat,18,227,0,22,7,58,5,21,5,10
Apache Commons Math,org.apache.commons.math4.linear,SchurTransformer,9,1368,7,83,2,189,7,48,0,10
Apache Commons Math,org.apache.commons.math4.linear,DefaultRealMatrixChangingVisitor,2,6,0,0,1,3,1,3,1,3
Apache Commons Math,org.apache.commons.math4.linear,LUDecomposition.Solver,0,335,0,38,0,55,0,24,0,5
Apache Commons Math,org.apache.commons.math4.linear,RealVector.new RealVector() {...},10,199,0,0,2,43,2,41,2,41
Apache Commons Math,org.apache.commons.math4.linear,MatrixDimensionMismatchException,0,44,0,0,0,8,0,5,0,5
Apache Commons Math,org.apache.commons.math4.linear,RealVector.new Iterator() {...},0,54,0,4,0,9,0,6,0,4
Apache Commons Math,org.apache.commons.math4.linear,ConjugateGradient,18,227,3,15,7,61,5,8,2,2
Apache Commons Math,org.apache.commons.math4.linear,DefaultIterativeLinearSolverEvent,11,49,3,1,2,17,3,6,1,6
Apache Commons Math,org.apache.commons.math4.linear,IllConditionedOperatorException,11,0,0,0,2,0,1,0,1,0
Apache Commons Math,org.apache.commons.math4.linear,QRDecomposition.Solver,0,548,0,44,0,90,0,28,0,6
Apache Commons Math,org.apache.commons.math4.linear,NonSelfAdjointOperatorException,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math4.linear,DefaultRealMatrixPreservingVisitor,1,6,0,0,1,3,1,3,1,3
Apache Commons Math,org.apache.commons.math4.linear,OpenMapRealVector.OpenMapSparseIterator,5,29,0,0,1,7,1,3,1,3
Apache Commons Math,org.apache.commons.math4.linear,OpenMapRealVector.OpenMapEntry,10,18,0,0,2,5,1,3,1,3
Apache Commons Math,org.apache.commons.math4.linear,NonSymmetricMatrixException,9,30,0,0,3,5,3,1,3,1
Apache Commons Math,org.apache.commons.math4.linear,LUDecomposition,0,440,0,54,0,85,0,35,0,8
Apache Commons Math,org.apache.commons.math4.linear,NonSquareMatrixException,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math4.linear,RRQRDecomposition,0,211,1,19,0,48,1,16,0,7
Apache Commons Math,org.apache.commons.math4.linear,OpenMapRealVector,90,1061,7,117,22,269,10,99,4,43
Apache Commons Math,org.apache.commons.math4.linear,RealVector.2.UnmodifiableEntry,0,18,0,0,0,3,0,3,0,3
Apache Commons Math,org.apache.commons.math4.linear,NonPositiveDefiniteMatrixException,9,37,0,0,3,7,3,1,3,1
Apache Commons Math,org.apache.commons.math4.linear,BlockRealMatrix,194,4078,14,264,38,690,11,182,1,53
Apache Commons Math,org.apache.commons.math4.linear,DefaultFieldMatrixPreservingVisitor,1,10,0,0,1,5,1,3,1,3
Apache Commons Math,org.apache.commons.math4.linear,RRQRDecomposition.Solver,7,29,0,0,1,7,1,4,1,4
Apache Commons Math,org.apache.commons.math4.linear,CholeskyDecomposition.Solver,9,284,0,28,2,46,2,17,2,3
Apache Commons Math,org.apache.commons.math4.linear,AbstractFieldMatrix.new DefaultFieldMatrixPreservingVisitor() {...},0,17,0,0,0,3,0,2,0,2
Apache Commons Math,org.apache.commons.math4.linear,AbstractFieldMatrix.new DefaultFieldMatrixPreservingVisitor() {...},0,31,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math4.linear,AbstractFieldMatrix.new DefaultFieldMatrixChangingVisitor() {...},0,25,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math4.linear,RectangularCholeskyDecomposition,26,300,2,26,2,54,2,16,0,4
Apache Commons Math,org.apache.commons.math4.linear,ArrayFieldVector,363,1557,18,96,69,286,18,108,4,65
Apache Commons Math,org.apache.commons.math4.linear,SingularValueDecomposition,26,1972,13,171,4,271,14,92,1,12
Apache Commons Math,org.apache.commons.math4.linear,HessenbergTransformer,3,503,3,51,1,76,4,29,1,5
Apache Commons Math,org.apache.commons.math4.linear,RealVector.2.new Iterator() {...},4,31,0,0,1,5,1,3,1,3
Apache Commons Math,org.apache.commons.math4.linear,RealVector.2.new Iterator() {...},4,31,0,0,1,5,1,3,1,3
Apache Commons Math,org.apache.commons.math4.linear,SingularValueDecomposition.Solver,0,76,0,6,0,16,0,8,0,5
Apache Commons Math,org.apache.commons.math4.fitting,HarmonicCurveFitter,7,104,0,4,1,27,1,7,1,5
Apache Commons Math,org.apache.commons.math4.fitting,GaussianCurveFitter,0,111,0,4,0,28,0,8,0,6
Apache Commons Math,org.apache.commons.math4.fitting,SimpleCurveFitter,20,84,0,2,3,24,2,4,2,3
Apache Commons Math,org.apache.commons.math4.fitting,HarmonicCurveFitter.ParameterGuesser,4,478,2,28,1,95,2,18,0,5
Apache Commons Math,org.apache.commons.math4.fitting,PolynomialCurveFitter,11,99,1,3,2,26,2,6,1,5
Apache Commons Math,org.apache.commons.math4.fitting,WeightedObservedPoints,0,41,0,0,0,11,0,6,0,6
Apache Commons Math,org.apache.commons.math4.fitting,AbstractCurveFitter.TheoreticalValuesFunction,0,43,0,2,0,11,0,4,0,3
Apache Commons Math,org.apache.commons.math4.fitting,GaussianCurveFitter.new Gaussian.Parametric() {...},0,38,0,0,0,11,0,3,0,3
Apache Commons Math,org.apache.commons.math4.fitting,AbstractCurveFitter,0,16,0,0,0,3,0,3,0,3
Apache Commons Math,org.apache.commons.math4.fitting,AbstractCurveFitter.TheoreticalValuesFunction.new MultivariateVectorFunction() {...},0,36,0,2,0,6,0,3,0,2
Apache Commons Math,org.apache.commons.math4.fitting,AbstractCurveFitter.TheoreticalValuesFunction.new MultivariateMatrixFunction() {...},0,36,0,2,0,6,0,3,0,2
Apache Commons Math,org.apache.commons.math4.fitting,GaussianCurveFitter.ParameterGuesser.new Comparator() {...},30,22,10,4,10,7,7,2,0,2
Apache Commons Math,org.apache.commons.math4.fitting,GaussianCurveFitter.ParameterGuesser,21,324,6,28,5,55,6,19,0,8
Apache Commons Math,org.apache.commons.math4.fitting,WeightedObservedPoint,0,21,0,0,0,8,0,4,0,4
Apache Commons Math,org.apache.commons.math4.dfp,DfpMath,180,1679,40,154,34,337,29,88,1,19
Apache Commons Math,org.apache.commons.math4.dfp,DfpDec,125,563,12,100,25,109,22,56,10,9
Apache Commons Math,org.apache.commons.math4.dfp,Dfp,383,5227,84,696,87,1011,85,425,5,108
Apache Commons Math,org.apache.commons.math4.dfp,DfpField.RoundingMode,0,84,0,0,0,9,0,1,0,1
Apache Commons Math,org.apache.commons.math4.dfp,DfpField,38,748,7,39,11,156,17,46,10,30
Apache Commons Math,org.apache.commons.math4.ode.events,FieldEventState.new RealFieldUnivariateFunction() {...},0,18,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math4.ode.events,FieldEventState,166,379,27,37,22,72,21,22,3,8
Apache Commons Math,org.apache.commons.math4.ode.events,FilterType.new FilterType() {...},8,112,2,36,2,39,2,24,0,3
Apache Commons Math,org.apache.commons.math4.ode.events,FilterType.new FilterType() {...},8,112,2,36,2,39,2,24,0,3
Apache Commons Math,org.apache.commons.math4.ode.events,Transformer,0,54,0,0,0,6,0,1,0,1
Apache Commons Math,org.apache.commons.math4.ode.events,EventState,53,551,10,64,8,106,12,38,3,10
Apache Commons Math,org.apache.commons.math4.ode.events,Action,0,44,0,0,0,5,0,1,0,1
Apache Commons Math,org.apache.commons.math4.ode.events,EventHandler.Action,0,44,0,0,0,5,0,1,0,1
Apache Commons Math,org.apache.commons.math4.ode.events,EventState.new UnivariateFunction() {...},6,24,0,0,2,3,0,2,0,2
Apache Commons Math,org.apache.commons.math4.ode.events,EventState.LocalMaxCountExceededException,9,0,0,0,4,0,2,0,2,0
Apache Commons Math,org.apache.commons.math4.ode.events,EventFilter,24,237,2,20,4,42,3,13,1,4
Apache Commons Math,org.apache.commons.math4.ode.events,FilterType,0,24,0,0,0,3,0,1,0,1
Apache Commons Math,org.apache.commons.math4.ode.events,Transformer.new Transformer() {...},0,13,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math4.ode.events,Transformer.new Transformer() {...},0,14,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math4.ode.events,Transformer.new Transformer() {...},0,9,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math4.ode.events,Transformer.new Transformer() {...},0,8,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math4.ode.events,Transformer.new Transformer() {...},0,8,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math4.ode,FieldEquationsMapper,0,355,0,26,0,61,0,22,0,9
Apache Commons Math,org.apache.commons.math4.ode,FieldODEState,0,106,0,10,0,19,0,14,0,9
Apache Commons Math,org.apache.commons.math4.ode,JacobianMatrices.MismatchedEquations,6,0,0,0,2,0,1,0,1,0
Apache Commons Math,org.apache.commons.math4.ode,MultistepFieldIntegrator.InitializationCompletedMarkerException,0,5,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math4.ode,AbstractParameterizable,16,59,0,8,5,13,2,7,2,3
Apache Commons Math,org.apache.commons.math4.ode,JacobianMatrices.JacobiansSecondaryEquations,9,252,5,21,1,39,5,11,0,3
Apache Commons Math,org.apache.commons.math4.ode,ContinuousOutputModel,22,537,3,45,3,110,5,32,2,11
Apache Commons Math,org.apache.commons.math4.ode,AbstractFieldIntegrator.new Comparator() {...},0,20,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math4.ode,AbstractFieldIntegrator,15,552,6,44,3,123,8,46,2,27
Apache Commons Math,org.apache.commons.math4.ode,FirstOrderConverter,0,75,0,0,0,14,0,3,0,3
Apache Commons Math,org.apache.commons.math4.ode,UnknownParameterException,0,16,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math4.ode,ParameterJacobianWrapper,9,113,2,6,2,22,3,5,1,3
Apache Commons Math,org.apache.commons.math4.ode,MultistepIntegrator.new FirstOrderDifferentialEquations() {...},19,0,0,0,4,0,3,0,3,0
Apache Commons Math,org.apache.commons.math4.ode,JacobianMatrices,44,358,9,25,9,68,9,19,0,11
Apache Commons Math,org.apache.commons.math4.ode,ExpandableStatefulODE,57,289,4,14,7,58,6,20,2,15
Apache Commons Math,org.apache.commons.math4.ode,ExpandableStatefulODE.SecondaryComponent,0,24,0,0,0,7,0,1,0,1
Apache Commons Math,org.apache.commons.math4.ode,JacobianMatrices.MainStateJacobianWrapper,8,90,1,5,1,18,1,6,0,4
Apache Commons Math,org.apache.commons.math4.ode,MultistepFieldIntegrator,25,246,1,7,7,49,6,12,5,9
Apache Commons Math,org.apache.commons.math4.ode,EquationsMapper,16,43,2,2,2,12,2,5,0,5
Apache Commons Math,org.apache.commons.math4.ode,AbstractIntegrator.new Comparator() {...},0,18,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math4.ode,AbstractIntegrator,6,610,2,54,1,134,3,49,1,23
Apache Commons Math,org.apache.commons.math4.ode,MultistepFieldIntegrator.FieldNordsieckInitializer,0,201,0,6,0,28,0,6,0,3
Apache Commons Math,org.apache.commons.math4.ode,MultistepIntegrator.InitializationCompletedMarkerException,0,5,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math4.ode,MultistepIntegrator.NordsieckInitializer,54,220,2,8,6,36,2,6,0,3
Apache Commons Math,org.apache.commons.math4.ode,FieldODEStateAndDerivative,0,49,0,2,0,8,0,5,0,4
Apache Commons Math,org.apache.commons.math4.ode,ParameterizedWrapper,35,0,2,0,12,0,8,0,7,0
Apache Commons Math,org.apache.commons.math4.ode,FieldExpandableODE,0,142,0,4,0,28,0,7,0,5
Apache Commons Math,org.apache.commons.math4.ode,ParameterConfiguration,0,19,0,0,0,8,0,4,0,4
Apache Commons Math,org.apache.commons.math4.ode,ContinuousOutputFieldModel,14,619,4,46,2,112,4,30,0,9
Apache Commons Math,org.apache.commons.math4.ode,MultistepIntegrator,36,165,2,2,7,37,6,9,4,9
Apache Commons Math,org.apache.commons.math4.stat,Frequency,32,403,9,41,11,103,8,36,1,18
Apache Commons Math,org.apache.commons.math4.stat,StatUtils,52,410,7,23,10,80,7,42,3,31
Apache Commons Math,org.apache.commons.math4.stat,Frequency.NaturalComparator,0,4,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math4.analysis,FunctionUtils,0,139,0,6,0,25,0,19,0,16
Apache Commons Math,org.apache.commons.math4.analysis,FunctionUtils.new UnivariateFunction() {...},0,31,0,0,0,3,0,2,0,2
Apache Commons Math,org.apache.commons.math4.analysis,FunctionUtils.new MultivariateFunction() {...},0,65,0,4,0,8,0,4,0,2
Apache Commons Math,org.apache.commons.math4.analysis,FunctionUtils.new UnivariateDifferentiableFunction() {...},0,70,0,4,0,9,0,5,0,3
Apache Commons Math,org.apache.commons.math4.analysis,FunctionUtils.new MultivariateDifferentiableFunction() {...},0,141,0,10,0,23,0,8,0,3
Apache Commons Math,org.apache.commons.math4.analysis,FunctionUtils.new UnivariateFunction() {...},0,16,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math4.analysis,FunctionUtils.new UnivariateDifferentiableFunction() {...},27,33,2,2,4,5,2,3,1,2
Apache Commons Math,org.apache.commons.math4.analysis,FunctionUtils.new UnivariateFunction() {...},0,24,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math4.analysis,FunctionUtils.new MultivariateFunction() {...},0,45,0,2,0,5,0,3,0,2
Apache Commons Math,org.apache.commons.math4.analysis,FunctionUtils.new UnivariateFunction() {...},0,16,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math4.analysis,FunctionUtils.new UnivariateDifferentiableFunction() {...},21,27,2,2,4,5,2,3,1,2
Apache Commons Math,org.apache.commons.math4.analysis,FunctionUtils.new UnivariateFunction() {...},0,33,0,2,0,5,0,3,0,2
Apache Commons Math,org.apache.commons.math4.analysis,FunctionUtils.new UnivariateDifferentiableFunction() {...},27,33,2,2,4,5,2,3,1,2
Apache Commons Math,org.apache.commons.math4.analysis,FunctionUtils.new UnivariateFunction() {...},0,33,0,2,0,5,0,3,0,2
Apache Commons Math,org.apache.commons.math4.analysis,FunctionUtils.new UnivariateFunction() {...},0,27,0,2,0,5,0,3,0,2
Apache Commons Math,org.apache.commons.math4.analysis.differentiation,SparseGradient,23,1794,6,106,4,247,6,125,0,75
Apache Commons Math,org.apache.commons.math4.analysis.differentiation,DerivativeStructure,0,1750,2,68,0,304,2,116,0,83
Apache Commons Math,org.apache.commons.math4.analysis.differentiation,GradientFunction,0,68,0,4,0,14,0,4,0,2
Apache Commons Math,org.apache.commons.math4.analysis.differentiation,DerivativeStructure.new Field() {...},0,34,0,0,0,4,0,4,0,4
Apache Commons Math,org.apache.commons.math4.analysis.differentiation,SparseGradient.new Field() {...},0,14,0,0,0,4,0,4,0,4
Apache Commons Math,org.apache.commons.math4.analysis.differentiation,JacobianFunction,0,82,0,6,0,15,0,5,0,2
Apache Commons Math,org.apache.commons.math4.analysis.differentiation,DSCompiler,6,3693,1,299,2,577,1,198,0,49
Apache Commons Math,org.apache.commons.math4.analysis.differentiation,FiniteDifferencesDifferentiator.new UnivariateDifferentiableFunction() {...},0,82,0,4,0,9,0,5,0,3
Apache Commons Math,org.apache.commons.math4.analysis.differentiation,FiniteDifferencesDifferentiator.new UnivariateDifferentiableMatrixFunction() {...},0,157,0,14,0,18,0,10,0,3
Apache Commons Math,org.apache.commons.math4.analysis.differentiation,FiniteDifferencesDifferentiator.new UnivariateDifferentiableVectorFunction() {...},0,121,0,10,0,16,0,8,0,3
Apache Commons Math,org.apache.commons.math4.analysis.differentiation,DerivativeStructure.DataTransferObject,0,22,0,0,0,6,0,2,0,2
Apache Commons Math,org.apache.commons.math4.analysis.differentiation,FiniteDifferencesDifferentiator,0,248,0,14,0,42,0,15,0,8
Apache Commons Math,org.apache.commons.math4.transform,DstNormalization,0,24,0,0,0,3,0,1,0,1
Apache Commons Math,org.apache.commons.math4.transform,FastFourierTransformer,30,1243,9,42,4,143,9,25,0,8
Apache Commons Math,org.apache.commons.math4.transform,TransformUtils,61,224,6,8,10,21,6,7,2,4
Apache Commons Math,org.apache.commons.math4.transform,TransformType,0,24,0,0,0,3,0,1,0,1
Apache Commons Math,org.apache.commons.math4.transform,FastSineTransformer,0,247,0,14,0,40,0,11,0,4
Apache Commons Math,org.apache.commons.math4.transform,FastCosineTransformer,0,303,0,14,0,44,0,11,0,4
Apache Commons Math,org.apache.commons.math4.transform,DftNormalization,0,24,0,0,0,3,0,1,0,1
Apache Commons Math,org.apache.commons.math4.transform,DctNormalization,0,24,0,0,0,3,0,1,0,1
Apache Commons Math,org.apache.commons.math4.transform,FastHadamardTransformer,21,208,1,17,3,39,2,13,1,5
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar.noderiv,PowellOptimizer,22,402,4,32,3,89,4,22,0,8
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar.noderiv,SimplexOptimizer,4,156,4,20,1,39,4,14,0,6
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar.noderiv,CMAESOptimizer.FitnessFunction,43,143,7,15,9,27,5,11,1,4
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar.noderiv,BOBYQAOptimizer.PathIsExploredException,12,0,0,0,2,0,1,0,1,0
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar.noderiv,CMAESOptimizer.Sigma,0,35,0,4,0,7,0,4,0,2
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar.noderiv,CMAESOptimizer,188,2453,35,183,35,378,31,118,5,35
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar.noderiv,NelderMeadSimplex,10,408,1,31,3,82,2,23,1,8
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar.noderiv,CMAESOptimizer.DoubleIndex,36,15,6,0,7,5,5,2,2,2
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar.noderiv,CMAESOptimizer.ValuePenaltyPair,0,9,0,0,0,4,0,1,0,1
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar.noderiv,MultiDirectionalSimplex,7,173,0,8,2,42,1,13,1,9
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar.noderiv,CMAESOptimizer.PopulationSize,6,11,1,1,1,5,1,2,0,2
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar.noderiv,SimplexOptimizer.new Comparator() {...},0,30,0,2,0,4,0,3,0,2
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar.noderiv,BOBYQAOptimizer,922,5971,105,519,157,1027,90,243,1,12
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar.noderiv,SimplexOptimizer.new MultivariateFunction() {...},0,11,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math4.optim.nonlinear.scalar.noderiv,AbstractSimplex,98,379,13,41,14,75,14,27,1,13
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,NotARotationMatrixException,0,5,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,PolyhedronsSet.FacetsContributionVisitor,0,102,0,8,0,26,0,11,0,7
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,SphericalCoordinates.DataTransferObject,0,25,0,0,0,6,0,2,0,2
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,RotationOrder,0,124,0,0,0,22,0,6,0,6
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,PolyhedronsSet.TranslationTransform,0,60,0,2,0,15,0,5,0,4
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,Cartesian3D,5,982,0,46,1,141,1,71,1,48
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,Vector3D,0,3,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,SubPlane,0,182,1,11,0,32,1,8,0,3
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,Euclidean3D,0,8,0,0,0,4,0,4,0,4
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,FieldRotation,0,5846,3,191,0,548,3,143,0,49
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,Line,28,274,4,12,6,47,8,22,4,18
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,SubLine,0,154,0,14,0,28,0,13,0,6
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,Rotation,0,3885,3,187,0,486,3,125,0,33
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,SphericalCoordinates,0,1484,2,2,0,117,2,11,0,11
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,Plane,92,578,3,19,21,91,9,37,6,29
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,OutlineExtractor.BoundaryProjector,329,0,34,0,63,0,23,0,6,0
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,RotationConvention,0,24,0,0,0,3,0,1,0,1
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,Segment,0,21,0,0,0,8,0,4,0,4
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,PolyhedronsSet,11,956,10,88,2,146,9,56,0,16
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,OutlineExtractor,192,0,14,0,34,0,10,0,3,0
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,CardanEulerSingularityException,0,10,0,2,0,2,0,2,0,1
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,Vector3DFormat,15,93,1,3,4,19,2,9,1,8
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,PolyhedronsSet.RotationTransform,0,119,0,2,0,25,0,5,0,4
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,SphereGenerator,0,660,0,8,0,62,0,7,0,3
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,Euclidean3D.LazyHolder,0,6,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math4.geometry.euclidean.threed,FieldVector3D,0,2021,0,72,0,259,0,118,0,82
Apache Commons Math,org.apache.commons.math4.distribution.fitting,MultivariateNormalMixtureExpectationMaximization.DataRow,21,47,4,2,6,9,4,4,2,3
Apache Commons Math,org.apache.commons.math4.distribution.fitting,MultivariateNormalMixtureExpectationMaximization,26,634,3,51,3,108,3,30,0,6
